DataType,Date,Station id,Value,Station name,Latitude,Longitude
TMIN,2017-09-08,GHCND:USR0000FRAC,80.0,"RACCOON POINT FLORIDA, FL US",25.9708,-80.9
TMIN,2017-09-08,GHCND:USR0000FOCH,78.0,"OCHOPEE FLORIDA, FL US",25.9167,-81.2833
TMIN,2017-09-08,GHCND:USC00085359,77.0,"MARCO ISLAND, FL US",25.9491,-81.7138
TMIN,2017-09-08,GHCND:USR0000FCAC,75.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-08,GHCND:USC00087020,76.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-08,GHCND:USW00092826,77.0,"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183
TMIN,2017-09-09,GHCND:USC00087760,74.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-09,GHCND:USW00092826,74.0,"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183
TMIN,2017-09-09,GHCND:USC00085359,79.0,"MARCO ISLAND, FL US",25.9491,-81.7138
TMIN,2017-09-09,GHCND:USR0000FOAS,75.0,"OASIS FLORIDA, FL US",25.85,-81.03
TMIN,2017-09-09,GHCND:USR0000FRAC,75.0,"RACCOON POINT FLORIDA, FL US",25.9708,-80.9
TMIN,2017-09-09,GHCND:USR0000FOCH,75.0,"OCHOPEE FLORIDA, FL US",25.9167,-81.2833
TMIN,2017-09-09,GHCND:USR0000FCAC,74.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-09,GHCND:USC00087020,73.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-10,GHCND:USC00087760,75.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-10,GHCND:USW00092826,74.0,"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183
TMIN,2017-09-10,GHCND:USR0000FCAC,76.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-10,GHCND:USC00087020,74.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-10,GHCND:USR0000FOCH,75.0,"OCHOPEE FLORIDA, FL US",25.9167,-81.2833
TMIN,2017-09-10,GHCND:USR0000FOAS,75.0,"OASIS FLORIDA, FL US",25.85,-81.03
TMIN,2017-09-10,GHCND:USR0000FRAC,75.0,"RACCOON POINT FLORIDA, FL US",25.9708,-80.9
TMIN,2017-09-11,GHCND:USR0000FCAC,78.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-11,GHCND:USC00087020,76.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-11,GHCND:USW00092826,78.0,"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183
TMIN,2017-09-11,GHCND:USR0000FOAS,77.0,"OASIS FLORIDA, FL US",25.85,-81.03
TMIN,2017-09-11,GHCND:USC00087760,76.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-11,GHCND:USR0000FOCH,79.0,"OCHOPEE FLORIDA, FL US",25.9167,-81.2833
TMIN,2017-09-11,GHCND:USR0000FRAC,76.0,"RACCOON POINT FLORIDA, FL US",25.9708,-80.9
TMIN,2017-09-12,GHCND:USC00087020,71.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-12,GHCND:USC00087760,74.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-12,GHCND:USW00092826,78.0,"EVERGLADES CITY 5 NE, FL US",25.8996,-81.3183
TMIN,2017-09-12,GHCND:USR0000FOAS,77.0,"OASIS FLORIDA, FL US",25.85,-81.03
TMIN,2017-09-12,GHCND:USR0000FCAC,78.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-12,GHCND:USR0000FOCH,78.0,"OCHOPEE FLORIDA, FL US",25.9167,-81.2833
TMIN,2017-09-12,GHCND:USR0000FRAC,77.0,"RACCOON POINT FLORIDA, FL US",25.9708,-80.9
TMIN,2017-09-13,GHCND:USC00087760,76.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-13,GHCND:USR0000FCAC,78.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-13,GHCND:USC00087020,73.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-14,GHCND:USR0000FCAC,80.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-14,GHCND:USC00087760,78.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-14,GHCND:USC00087020,76.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-15,GHCND:USR0000FCAC,78.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-15,GHCND:USC00087020,76.0,"PERRINE 4 W, FL US",25.5819,-80.4361
TMIN,2017-09-15,GHCND:USC00087760,76.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-16,GHCND:USR0000FCAC,79.0,"CACHE FLORIDA, FL US",25.3903,-80.6803
TMIN,2017-09-16,GHCND:USC00087760,78.0,"ROYAL PALM RANGER STATION, FL US",25.3866,-80.5936
TMIN,2017-09-16,GHCND:USC00085359,79.0,"MARCO ISLAND, FL US",25.9491,-81.7138
TMIN,2017-09-16,GHCND:USC00087020,77.0,"PERRINE 4 W, FL US",25.5819,-80.4361
